"RelativePath","Size","SHA256","LastWriteTime"
"3rdparty\quickjs\libregexp-opcode.h","2960","00701BC29A1DB2BD82CB965530204A08B9E193EDEBE1A15247B13B4A6FF28F07","2026-09-22 07:54:40"
"3rdparty\quickjs\libregexp.c","116657","FE69BB1D64EB8E7358F6727039D7E1781771EFEF16CE41767A67BFF33F1F8756","2026-09-22 07:54:40"
"3rdparty\quickjs\libregexp.h","2802","255BE608B75A2EAF5695DAF655030C411906FD4F459930CAC07031B59259A3FB","2026-09-22 07:54:40"
"3rdparty\quickjs\libunicode-table.h","257698","BEBAA1AE50D340FB5D5910FB29AA470F169C9465414A08F009612BD87D3F33F2","2026-09-22 07:54:40"
"3rdparty\quickjs\libunicode.c","65741","D465891EF08F08F0DEF5F7906259CB693A9CFBE1213756BF59E3CBB322C91C8A","2026-09-22 07:54:40"
"3rdparty\quickjs\libunicode.h","6175","3846EC865ADABBB829D45871D604BA5D4A224482A7D16FFB01AD478AB28C39B4","2026-09-22 07:54:40"
"3rdparty\quickjs\LICENSE","1152","2F2A9E35FBAA43435FAD0CB8253A1F1D284282BA75B9CE5988BB9B10A5EAC94F","2026-09-22 07:54:40"
"3rdparty\quickjs\list.h","3188","158D26196FCD1DA2D57C38AAC5830F4512F4B567D4B3A220052223D75A7BD0C7","2026-09-22 07:54:40"
"3rdparty\quickjs\Makefile","15765","524447AC542B40D3A7DE85B89889F6DF05E72BCA1ADBEF450CDF4B0AC5C8A448","2026-09-22 07:54:40"
"3rdparty\quickjs\qjs.c","17540","78FC6D76BEA453C827F923CF62D554C666F5840CEEA9740214B5B2D7374E9370","2026-09-22 07:54:40"
"3rdparty\quickjs\qjsc.c","26954","9753E17348042217EE58986CBE0F364E3D9794140D73D8275A0A9798B5917B7D","2026-09-22 07:54:40"
"3rdparty\quickjs\quickjs-atom.h","8578","5ED7922B60CE95D9EE912C2C496F44F1864C6B264D3C916D242E30164B70ED3E","2026-09-22 07:54:40"
"3rdparty\quickjs\quickjs-libc.c","129646","DFC182FE471C59994AD7B7E1464AC805A2CB5801EAC0A3CFC7A2405B285349AA","2026-09-22 07:54:40"
"3rdparty\quickjs\quickjs-libc.h","2985","C1E98643E903C1F9DAEA7EDCC043EBC1497448C7A49CD679FB3F10B706F58DD9","2026-09-22 07:54:40"
"3rdparty\quickjs\quickjs-opcode.h","16167","EDF63CFCD3684E4F21C702E7005F7C013ABCD90D5019FB3BAA83CA2739D1DEC1","2026-09-22 07:54:40"
"3rdparty\quickjs\quickjs.c","2094986","F9391583C66A139197C127D2732DCC1DA58BCD32CF6CE932BF8E36656411E2EB","2026-09-22 12:12:20"
"3rdparty\quickjs\quickjs.h","48467","F6BDF0EDF56616DA1C03FDC927A954568262E250894059AED9873C188D4BCF43","2026-09-22 11:28:24"
"3rdparty\quickjs\readme-cosmo.txt","779","4BD96C54647EC1F995E1F0EC418FAB9F9A7699187EEC4634B29171B43D6C6393","2026-09-22 07:54:40"
"3rdparty\quickjs\readme.txt","67","C131AA57E45C2A6EFC1A5ABF626708DE28C6D0810A570A7BD710F9429045479F","2026-09-22 07:54:40"
"3rdparty\quickjs\release.sh","4022","5D58BE9DDBD3D46B397CB2BF9DD72260C0B3A5FBAB1536063FB9776C28DBFF75","2026-09-22 07:54:40"
"3rdparty\quickjs\repl.js","40456","5A0E434C4E42132B7B1A22EB0CF31B12109CD303FF0184A000EF6EB903542B76","2026-09-22 07:54:40"
"3rdparty\quickjs\run-test262.c","79730","34199306A16F2DC295526A94D0F5BD2981CF57D843BD746A9B68C8BBF26EEE01","2026-09-22 07:54:40"
"3rdparty\quickjs\test262.conf","8152","2DBCE74772B73277C02D12BB7149A5279C377808136607022F9E482EFD83B516","2026-09-22 07:54:40"
"3rdparty\quickjs\test262o.conf","22279","AE541EFE59F5958451375666D4FFC0C7BF48CEA707FCEADD82498421BB9A8C2F","2026-09-22 07:54:40"
"3rdparty\quickjs\test262o_errors.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-09-22 07:54:40"
"3rdparty\quickjs\test262_errors.txt","9332","282E00214880BDB2AF9A2A472A3F800F0DE033FCC4BD2F61FC87B3F3CD8A2743","2026-09-22 07:54:40"
"3rdparty\quickjs\TODO","2963","1065E7F25C4D72F402943418875D0F0CBE702CFB32E27BA1C6A3C4F475148815","2026-09-22 07:54:40"
"3rdparty\quickjs\unicode_download.sh","687","1AC5230010D572A86C6DABC4D084C2AC8E0D53AB75387A3D9CA50C20942626B7","2026-09-22 07:54:40"
"3rdparty\quickjs\unicode_gen.c","109058","2F5882B1FDFD622B9AEBC0B49C4DF5F6F2800243A0E2DD7664FD9A4DBB8DABCD","2026-09-22 07:54:40"
"3rdparty\quickjs\unicode_gen_def.h","8107","AA1134A4FDB3AFE219FBB248614802691576CCD225F1158518A01015F909F9E3","2026-09-22 07:54:40"
"3rdparty\quickjs\VERSION","12","C8E0B2C47552FB218D2D7AC56C60BE2D2CF9A3B567223E9477A8EB2423755AD2","2026-09-22 07:54:40"
"3rdparty\quickjs\.github\workflows\ci.yml","7889","91FE57826693797D4351C3C592E4ACF49F170D04958ED30E9590484424FD3869","2026-09-22 07:54:40"
"3rdparty\quickjs\compat\test-closefrom.c","78","6CD3FC4B77A33B7D496D9D51F32E7A2D62AB00CD604462FD2A8F70CEBA52B813","2026-09-22 07:54:40"
"3rdparty\quickjs\doc\quickjs.texi","34390","3BEADDD4B40F739565D71656CD91656667F62D9535EAC282523C25FDBA870DA7","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\fib.c","2362","10ABB9208119D2E83C7460CE946CBC77730447457E42FF97B0686603F4CD6B1F","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\fib_module.js","176","C4D285444CFCE755587DA2A6A14651666B1A0016165BCA03F621273FF1BD0FC8","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\hello.js","29","54C112DB94C206E1D289FE73CA4CCF5EDBB2166F21F7195D10B6AC9E59BE9A5A","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\hello_module.js","208","656AD9F4DD484C77D55C4FEBB21C1AB83B6E69215109D81DC6B2CDCBD11F4A9A","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\message.json","35","80EAFA0A5C82AFEC9B9A3EE04F481554EE2BDC2C51B3749D686EFC1E786B6D99","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\pi_bigint.js","2948","324A08DA2F764F5310587998CEF711556380755BA46DDEB21A95530E20C2B28C","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\point.c","4932","D3B05690F5D9C180DB4B3B57E01B0E658048CE9A65DAB0D3A9B6D5589AB66097","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\test_fib.js","150","879D1B5D2184FC2F93C5254815C1F20B3E0F365E27E6355C3E6D1B9F07BD2729","2026-09-22 07:54:40"
"3rdparty\quickjs\examples\test_point.js","758","6C1B5B9C4191B5D4A11D890BABE24099C33EA3498C714A47725A336CF0D11552","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz.dict","2686","F69C72BDC48AD1D6F49BF38D159ADC471B7E43CC29098EF497A46D2339AAE81D","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_bytecode.c","4835","B8BA4D694A1301949BC510084B56F608C41F4D0A2F08305E8C2D93F313BC5B27","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_common.c","1904","993BAA6AAB8932445A016A47FAAC6AB8F96A67F1DB97D0CD35D823CE19E28D28","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_common.h","749","70789C76C14F05A8A042F89645A9C3148139D2D39D55F93D62E93C254A6C2570","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_compile.c","2875","B4EECE9D13142FC0A139307EDC364AC6389EB801EB3E234FF9E40929356D374D","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_eval.c","1556","684DE47998E652BF3A28E370439139AAA63A75C5C557B548C2F4F9C9DEAE5807","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_json.c","4248","E40A7FACF20D321676F0EC40242789A907CCB7C16B83F3C052ED8A492E2A5723","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_module_export.c","3151","1F16E49CA5BACEABE976181778E974999472AD7A4EE4AF300AFAC8963496244C","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_regexp.c","1797","464CAA3B1F394E9EB7DF737CBDFD8F66FC350B71ED35587358E95BB0CF083724","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\fuzz_regexp_compile.c","5877","7E3A95A8D54EC2FE02986D93656642CE8DF3B5537C3A591430B23B381A9E8D7C","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\generate_dict.js","1044","516DA98A66A7708BCDB74C1525D365FB6A3B9FB76C8009506A2B6B429C97D785","2026-09-22 07:54:40"
"3rdparty\quickjs\fuzz\README","749","C31521FA9F2C10B3A299B14295401A66777CEAFDD249055A9F56AF13D201C7FA","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\assert.js","1127","EB855C61C6C63FB025C24C1B54966955C0944AAC70799119580B24143DBCD537","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\bjson.c","3226","8866739B84AB1DFC2929FB5E90C1105AEF10FF127B47DDCF903E9CC754B9B8F4","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\fixture_cyclic_import.js","90","327DD0593D0ACD15E7E07ED4A34E900F8F97FA18D01EAD6FA3A9AD01B83FB995","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\microbench.js","35646","1DDBEC9A4A04F25418DAC2EF62B96A8AEDFCEA5D72D9B9C61BDE8025470FD9C3","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test262.patch","2359","7AA1DEB7D2CAA001DEC08C5B64E484CBC384F9A87C66670443D37473F8D94AB2","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_bigint.js","8727","0A369C708D5D0042F1162B00243A8506E4538E0D90F7B0DC57B7017A187EF8C6","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_bjson.js","6319","EEF0D44D6B2A6E3C10CE13971E5E01889C5E8840A93BAA2BFCC2BBAC87E4B8F8","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_builtin.js","35272","8C7B2FF258313DD4CF401DCBC4DD383A802DC90644FD5D4D918C688810299893","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_closure.js","4568","5EEBEF577BE5AACC54467CE2424DBAF02216112874B17836B481DB37D866DAB8","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_cyclic_import.js","366","C0C5729DB8564CD3F2E752DC67D169E452FFCAA6470DCAC2AE4C3F9B3A3D8390","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_language.js","15389","47006CE2089C3152BF7A7BA79B026F6B134275405196450F6948B3BA578AC3DD","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_loop.js","7494","6D27E2F39DFD72A6770241AC9CD49C7B1042915CC9DCEAA087C6154B45D895AA","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_rw_handler.js","1498","A488CCCDBC726D6BFF5CCB0B6E59865925BD168D15083B3C7D972BCBF249165B","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_std.js","8533","645EFBF4E1EB16B2D4769994CA7AF56D0D3B82C498784CDEB456FEA815375B26","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_worker.js","1672","4655FEC5E74CC5EE34B4D24401D9C3BF27CC6591BB85970D6DB46F41CDA4AEDA","2026-09-22 07:54:40"
"3rdparty\quickjs\tests\test_worker_module.js","769","40DBD9AD905C08AAC732D9899C55B78004F8647CFA454A7D5F74D9050D2F49E3","2026-09-22 07:54:40"
"B014\build\b014_profiler.cpp","2","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","2026-09-22 11:41:25"
"B015\build\b015_cert_test.cpp","28","1FE00CCEFE9D804F0D84DC0B8EB7DC20643F24A44B7B03561D6031D98E190015","2026-09-19 05:34:15"
"build\agentic_orchestrator_smoke_test.vcxproj","62477","F3AB9A5F8DC1392F560772C17D9A1F59DE272ECFD5668C1D376ECE8E9794BAF5","2026-09-22 11:16:48"
"build\agentic_orchestrator_smoke_test.vcxproj.filters","1396","5AA560DC9C10C25F3B37AE63BF68984FE54CDDD823C2EF7A19EE29297FA96E17","2026-09-22 11:16:39"
"build\ALL_BUILD.vcxproj","36047","D71E4BBE30FAA125679064BF86E2E24E2E11C0800E5DA3A2D03FCCC99BB16B23","2026-09-22 11:16:48"
"build\ALL_BUILD.vcxproj.filters","269","34CF5ABC5A72058BDE55877DA3E592A57FDA87EDD3391D27C7F4BB21AFA7FF8C","2026-09-22 11:16:39"
"build\audit-registry-ci.vcxproj","34577","2A221D405CAE6DF79CD19A5B924A7ECC0F86AEF2D17CDF4A716E002769DC0F51","2026-09-22 11:16:48"
"build\audit-registry-ci.vcxproj.filters","681","5B7C8AF582E5F009C175CE081C0ABD9F802EC0723804967F52C5BD80114813F2","2026-09-22 11:16:39"
"build\audit-registry.vcxproj","34648","73AE6F9692E8DA6D81FC41BD928E73B87D35D58D1CC636357698C3F2A606C847","2026-09-22 11:16:48"
"build\audit-registry.vcxproj.filters","675","5628650F591166F576FA87D81A39267BEEF76DAC3B1F23EF1AD2E67A0AB7AB36","2026-09-22 11:16:39"
"build\b009a_fast_validation.vcxproj","64189","CBFFC500BD3D7CF26B8F8EE28A9A88C783E3EE1CBC244BCDD7972373024812B8","2026-09-22 11:16:48"
"build\b009a_fast_validation.vcxproj.filters","3164","9D2A354D3C89CEA73BBB59249B7EAE998C9E8D6FE187315B12B3E2F39D9E3438","2026-09-22 11:16:39"
"build\b009_batched_prefill_certification.vcxproj","66290","E4DF148529B37742F01D892FBC296E7AF45C4B5F7802D47695FE9EA7837BF732","2026-09-22 11:16:48"
"build\b009_batched_prefill_certification.vcxproj.filters","3704","526A7D0D730A7E5BD1605314339A6D741418A5713C463237D3899D1FA5FA6AE8","2026-09-22 11:16:39"
"build\b009_t128_certification.vcxproj","65488","7DCF222872EF8AD1B909B51B49F3DA76C13904ADDE763F20B064B886948ADC0C","2026-09-22 11:16:48"
"build\b009_t128_certification.vcxproj.filters","3693","2EE9814B1098CDF97C012244D04FF71FF209DEC902DC448A7C45E54636DB5DE9","2026-09-22 11:16:39"
"build\b009_t128_instrumented.vcxproj","65195","C3E37AB3428465F65EA8A686C1AD6AEC1317979C3A9BF54B5D76873F9B135E57","2026-09-22 11:16:48"
"build\b009_t128_instrumented.vcxproj.filters","3165","A993D69DA8EB03376636550A3DF05B6E66C0BD0A54E16AD99ADA92986554FC45","2026-09-22 11:16:39"
"build\b010_b011_fast_experiment.vcxproj","64591","7FE0B5BC99366DD4058FB4DD889EA95F83308C1D2D926B9A49DEA8DCEAE1186F","2026-09-22 11:16:48"
"build\b010_b011_fast_experiment.vcxproj.filters","1425","50C848E239191D8ED69F80CE8112D66F31EB2C94A4A388812BC065CAC2B1547C","2026-09-22 11:16:39"
"build\b015_dequant_certification.vcxproj","61412","808AD00F4A61002B7FD8940F76618A118667ECC92F3D8412F2B15046FE379A0C","2026-09-22 11:16:48"
"build\b015_dequant_certification.vcxproj.filters","562","14FCCDD8B7FF6BBA09B4D859FF6021437B7C6075F0C8CE674F194B0B286F7C30","2026-09-22 11:16:39"
"build\b015_pool_direct_test.vcxproj","63602","576434A748FDFB6CC9CEFD7E7013CC34FC7DB4A652AD7F6490EFCA7AA0C355BF","2026-09-22 11:16:48"
"build\b015_pool_direct_test.vcxproj.filters","569","682730619030722E57E8340839623A4C04BE7EF522C64DC77D4E74166D680604","2026-09-22 11:16:39"
"build\b015_pool_microbench.vcxproj","65108","DEBD666760E1395048834F5D8E7CC781CCF6F0B929FE105223BDE4F3920C8D2D","2026-09-22 11:16:48"
"build\b015_pool_microbench.vcxproj.filters","3152","A3CB2211C2F64EE3DD7DD0B9CD78F7CAB200CDA541324BEDBBF840D898C43E47","2026-09-22 11:16:39"
"build\b015_residency_validation.vcxproj","65278","C11457D2B660EE1AEB9958690A78A9FDA7C7B4309246EC77DF9930A4FDCA2C9F","2026-09-22 11:16:48"
"build\b015_residency_validation.vcxproj.filters","3290","2F6BDF015C0762AA56AB44A7E72FA8C0AF6C5256EF2984FC51FAFA471881B645","2026-09-22 11:16:39"
"build\b016_gemm_efficiency_probe.vcxproj","66342","36384523E263981348B1B830C1E03F8EA87223784CB2936EB1196A7A14CA0D99","2026-09-22 11:16:48"
"build\b016_gemm_efficiency_probe.vcxproj.filters","3696","165017A37D862D8EB2F2B93FD030AEA535D38700D0B347DDF8A60A717F435DB7","2026-09-22 11:16:39"
"build\BackendOrchestratorShardSmoke.vcxproj","61302","70C08495CFFB42596DEB5D5A5199F038D1C7878B4E7D2A80190D943F918B50B8","2026-09-22 11:16:48"
"build\BackendOrchestratorShardSmoke.vcxproj.filters","1069","61A5E09261779B7463DB2EEB90582463BAD4E542B32DC74CC1B64C02FACC3124","2026-09-22 11:16:39"
"build\benchmark_dispatch_overhead.vcxproj","62355","F5966D946F3EA1705ACE780B17A2AA836CEFDEDAA9D8626F86D56725796AAE4E","2026-09-22 11:16:48"
"build\benchmark_dispatch_overhead.vcxproj.filters","963","2BAF8EF291DF05806CEB77D77F7B0D90D4EED36EAD707144DBD58D4C355043BC","2026-09-22 11:16:39"
"build\benchmark_dispatch_pmc.vcxproj","63036","A15180FB077ECC5F563BF8D115FE85A825D98A00892229A88D19BCE08ACF641E","2026-09-22 11:16:48"
"build\benchmark_dispatch_pmc.vcxproj.filters","958","1CB63D0721AE3BB08ED3E13B6E95681AE5C47E573E5EE34A6204A6CAEF826E0E","2026-09-22 11:16:39"
"build\benchmark_planner_amortization.vcxproj","61912","CE8D12C85ADC193F09D197A76A99522DEE55D57E2B7C2E072D323E6E61BA853E","2026-09-22 11:16:48"
"build\benchmark_planner_amortization.vcxproj.filters","832","77B099A4AA484A9478D9A42E40782138B9072DA6B68645C1D8AD9DC639DD34D6","2026-09-22 11:16:39"
"build\cert_out.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-09-22 11:36:26"
"build\CMakeCache.txt","38748","F2357438A4179C72499180E981E45F03269C8959C9ECC7769EB759E32CF17464","2026-09-22 12:45:34"
"build\cmake_install.cmake","2703","A9C4C5213C77AB0BAADBC8B4F5102861DB304E660D308A7E8DC66F6C58DBA169","2026-09-22 11:36:59"
"build\cmake_reconfigure_v2.log","31422","5C764C94570F6613CC6C070BFC6C2452D069B9FADDD4EC640B2A15F22EAB8F9B","2026-09-22 11:34:26"
"build\cmake_reconfigure_v3.log","31422","ABF570DAA5B650F050986E825970AE75883906DEDE67C02F5513C9BC444E40EE","2026-09-22 11:36:59"
"build\compile_cert.bat","1216","961A1C1E9CEFB3A69EB5CFA02B878BFC63090CE6B5010D5F7E23DC7B632FD59C","2026-09-22 13:09:13"
"build\comprehensive_dual_gpu_test.vcxproj","60245","59768555DC435CA7A49F79522960B54859C45AAB8B9BC10B342670A536853F53","2026-09-22 11:16:48"
"build\comprehensive_dual_gpu_test.vcxproj.filters","570","A34666E6E7F919C33F8E121221D46614ADD29215AE38AA0A2038200CBD2AEFF2","2026-09-22 11:16:39"
"build\Deep2Engine_RouterSmokeTest.vcxproj","59525","07EA4C13E8E459ADCBDDDD1584BD7810EFE211ADCA6A20C4EC2FED78BF523A79","2026-09-22 11:16:48"
"build\Deep2Engine_RouterSmokeTest.vcxproj.filters","695","22B9A682616E3E4A05F0EBF576252147B6351EFC1D0514457544BA2463046875","2026-09-22 11:16:39"
"build\deep2_benchmark.vcxproj","66208","4D65E0774172F7BB61B65A354EEECA7760DDC49A866FA29F2816F5D096F24BA9","2026-09-22 11:16:48"
